,Party,Donee,value
29423,Conservative and Unionist Party,Political Party,265000.0
29424,Labour Party,Political Party,2000.0
29425,Conservative and Unionist Party,Political Party,4600.0
29426,Conservative and Unionist Party,Political Party,2000.0
29427,Labour Party,Political Party,1000.0
29428,Conservative and Unionist Party,Political Party,1740.0
29429,Focus on Scotland,Regulated Donee,20000.0
29430,Focus on Scotland,Regulated Donee,20000.0
29431,Scottish National Party (SNP),Political Party,13688.12
29432,Focus on Scotland,Regulated Donee,20000.0
29433,Labour Party,Political Party,1215.6
29434,Mr Bill Esterson MP,Regulated Donee,3000.0
29435,Focus on Scotland,Regulated Donee,20000.0
29436,Yes in May 2011 Ltd,Permitted Participant,50000.0
29437,Focus on Scotland,Regulated Donee,20000.0
29438,Focus on Scotland,Regulated Donee,10000.0
29439,Focus on Scotland,Regulated Donee,20000.0
29440,Yes in May 2011 Ltd,Permitted Participant,17500.0
29441,Labour Party,Political Party,750.0
29442,Conservative and Unionist Party,Political Party,5000.0
29443,Focus on Scotland,Regulated Donee,20000.0
29444,Focus on Scotland,Regulated Donee,10000.0
29445,Focus on Scotland,Regulated Donee,50000.0
29446,Liberal Democrats,Political Party,3000.0
29447,Yes in May 2011 Ltd,Permitted Participant,17500.0
29448,Yes in May 2011 Ltd,Permitted Participant,2000.0
29449,Mr Adam Holloway MP,Regulated Donee,2000.0
29450,Labour Party,Political Party,1000.0
29451,Conservative and Unionist Party,Political Party,50000.0
29452,Conservative and Unionist Party,Political Party,5000.0
29453,Labour Party,Political Party,5000.0
29454,Conservative and Unionist Party,Political Party,5000.0
29455,Conservative and Unionist Party,Political Party,100000.0
29456,Liberal Democrats,Political Party,3000.0
29457,UK Independence Party (UKIP),Political Party,1000.0
29458,Conservative and Unionist Party,Political Party,26250.0
29459,Labour Party,Political Party,9504.2
29460,Labour Party,Political Party,1000.0
29461,UK Independence Party (UKIP),Political Party,678.0
29462,Labour Party,Political Party,600.0
29463,Labour Party,Political Party,700.0
29464,Labour Party,Political Party,1000.0
29465,Conservative and Unionist Party,Political Party,10000.0
29466,Labour Party,Political Party,1000.0
29467,Conservative and Unionist Party,Political Party,1750.0
29468,Conservative and Unionist Party,Political Party,1998.4
29469,Conservative and Unionist Party,Political Party,50000.0
29470,Labour Party,Political Party,1000.0
29471,Conservative and Unionist Party,Political Party,50000.0
29472,Labour Party,Political Party,5000.0
29473,Labour Party,Political Party,2000.0
29474,Ms Andrea Leadsom MP,Regulated Donee,18500.0
29475,Conservative and Unionist Party,Political Party,2000.0
29476,Conservative and Unionist Party,Political Party,50000.0
29477,Labour Party,Political Party,30000.0
29478,Labour Party,Political Party,1000.0
29479,No Campaign Limited,Permitted Participant,50000.0
29480,Conservative and Unionist Party,Political Party,2050.0
29481,Conservative and Unionist Party,Political Party,107000.0
29482,Labour Party,Political Party,1663.84
29483,Labour Party,Political Party,1000.0
29484,Labour Party,Political Party,1000.0
29485,No Campaign Limited,Permitted Participant,50000.0
29486,Conservative and Unionist Party,Political Party,19000.0
29487,Conservative and Unionist Party,Political Party,1800.0
29488,No Campaign Limited,Permitted Participant,10000.0
29489,Dr Caroline Lucas MP,Regulated Donee,9000.0
29490,No Campaign Limited,Permitted Participant,50000.0
29491,Labour Party,Political Party,4000.0
29492,No Campaign Limited,Permitted Participant,10000.0
29493,Labour Party,Political Party,1000.0
29494,UK Independence Party (UKIP),Political Party,4770.15
29495,Conservative and Unionist Party,Political Party,15000.0
29496,Conservative and Unionist Party,Political Party,12500.0
29497,Labour Party,Political Party,600.0
29498,Liberal Democrats,Political Party,2000.0
29499,Labour Party,Political Party,1000.0
29500,UK Independence Party (UKIP),Political Party,750.99
29501,UK Independence Party (UKIP),Political Party,1850.0
29502,UK Independence Party (UKIP),Political Party,1071.49
29503,Yes in May 2011 Ltd,Permitted Participant,100000.0
29504,Labour Party,Political Party,27000.0
29505,Conservative and Unionist Party,Political Party,3000.0
29506,Conservative and Unionist Party,Political Party,1875.0
29507,Conservative and Unionist Party,Political Party,5000.0
29508,Labour Party,Political Party,2000.0
29509,Conservative and Unionist Party,Political Party,5000.0
29510,Labour Party,Political Party,6000.0
29511,Labour Party,Political Party,7000.0
29512,Labour Party,Political Party,26000.0
29513,UK Independence Party (UKIP),Political Party,1300.0
29514,Labour Party,Political Party,2000.0
29515,Labour Party,Political Party,800.0
29516,Labour Party,Political Party,1000.0
29517,Liberal Democrats,Political Party,2000.0
29518,Labour Party,Political Party,1000.0
29519,Labour Party,Political Party,1000.0
29520,Conservative and Unionist Party,Political Party,1962.13
29521,Conservative and Unionist Party,Political Party,5000.0
29522,Scottish National Party (SNP),Political Party,10012.0
29523,Labour Party,Political Party,2000.0
29524,UK Independence Party (UKIP),Political Party,550.0
29525,Labour Party,Political Party,2000.0
29526,Conservative and Unionist Party,Political Party,2382.0
29527,Labour Party,Political Party,12500.0
29528,Scottish National Party (SNP),Political Party,8000.0
29529,Conservative Middle East Council,Regulated Donee,25000.0
29530,Scottish National Party (SNP),Political Party,1900.0
29531,Conservative and Unionist Party,Political Party,10000.0
29532,Labour Party,Political Party,2000.0
29533,Labour Party,Political Party,1000.0
29534,Yes in May 2011 Ltd,Permitted Participant,15000.0
29535,Conservative and Unionist Party,Political Party,7200.0
29536,Conservative and Unionist Party,Political Party,10500.0
29537,Labour Party,Political Party,100000.0
29538,UK Independence Party (UKIP),Political Party,3000.0
29539,Conservative and Unionist Party,Political Party,4600.0
29540,Mr Tobias Ellwood MP,Regulated Donee,1898.44
29541,Labour Party,Political Party,2000.0
29542,Labour Party,Political Party,1000.0
29543,No Campaign Limited,Permitted Participant,20000.0
29544,Conservative and Unionist Party,Political Party,4600.0
29545,No Campaign Limited,Permitted Participant,75000.0
29546,No Campaign Limited,Permitted Participant,10000.0
29547,Labour Party,Political Party,5000.0
29548,Yes in May 2011 Ltd,Permitted Participant,10000.0
29549,Labour Party,Political Party,10849.5
29550,Conservative and Unionist Party,Political Party,50000.0
29551,Conservative and Unionist Party,Political Party,10000.0
29552,Conservative Christian Fellowship,Regulated Donee,75000.0
29553,Conservative and Unionist Party,Political Party,52300.0
29554,Conservative and Unionist Party,Political Party,50000.0
29555,Conservative and Unionist Party,Political Party,3466.5
29556,Yes in May 2011 Ltd,Permitted Participant,7500.0
29557,Yes in May 2011 Ltd,Permitted Participant,7500.0
29558,Conservative and Unionist Party,Political Party,20000.0
29559,Yes in May 2011 Ltd,Permitted Participant,70000.0
29560,Labour Party,Political Party,1978.57
29561,Conservative and Unionist Party,Political Party,3000.0
29562,Conservative and Unionist Party,Political Party,2500.0
29563,Conservative and Unionist Party,Political Party,2000.0
29564,Conservative and Unionist Party,Political Party,2174.0
29565,Green Party,Political Party,1398.42
29566,Conservative and Unionist Party,Political Party,5000.0
29567,Conservative and Unionist Party,Political Party,5000.0
29568,Labour Party,Political Party,2000.0
29569,Labour Party,Political Party,5000.0
29570,Labour Party,Political Party,5392.0
29571,Labour Party,Political Party,1876.0
29572,Labour Party,Political Party,1000.0
29573,Labour Party,Political Party,3280.0
29574,Labour Party,Political Party,2665.3
29575,Co-operative Party,Political Party,1250.0
29576,Labour Party,Political Party,5200.0
29577,Labour Party,Political Party,3500.0
29578,Labour Party,Political Party,1125.0
29579,Co-operative Party,Political Party,6000.0
29580,Conservative and Unionist Party,Political Party,25000.0
29581,Labour Party,Political Party,6000.0
29582,Labour Party,Political Party,1050.0
29583,Labour Party,Political Party,3500.0
29584,The Rt Hon Edward Miliband MP,Regulated Donee,5000.0
29585,Yes in May 2011 Ltd,Permitted Participant,2651.56
29586,Labour Party,Political Party,2515.0
29587,Labour Party,Political Party,1200.0
29588,Labour Party,Political Party,545.0
29589,Labour Party,Political Party,4000.0
29590,Progress Ltd,Regulated Donee,65000.0
29591,Labour Party,Political Party,2310.0
29592,Scottish National Party (SNP),Political Party,18000.0
29593,UK Independence Party (UKIP),Political Party,6500.0
29594,Conservative and Unionist Party,Political Party,1950.0
29595,Labour Party,Political Party,750.0
29596,Yes in May 2011 Ltd,Permitted Participant,236578.61
29597,Labour Party,Political Party,15455.61
29598,Labour Party,Political Party,500.01
29599,Labour Party,Political Party,202216.98
29600,Liberal Democrats,Political Party,1800.0
29601,Labour Party,Political Party,1950.0
29602,Labour Party,Political Party,2000.0
29603,Labour Party,Political Party,750.0
29604,Labour Party,Political Party,5200.0
29605,Liberal Democrats,Political Party,2742.0
29606,Liberal Democrats,Political Party,3070.09
29607,Liberal Democrats,Political Party,2833.5
29608,Liberal Democrats,Political Party,2400.0
29609,Liberal Democrats,Political Party,3600.0
29610,Liberal Democrats,Political Party,2500.0
29611,Liberal Democrats,Political Party,840.0
29612,Liberal Democrats,Political Party,3000.0
29613,Liberal Democrats,Political Party,10000.0
29614,Liberal Democrats,Political Party,2000.0
29615,Mr Edward Timpson MP,Regulated Donee,59165.69
29616,UK Independence Party (UKIP),Political Party,1650.0
29617,Liberal Democrats,Political Party,3000.0
29618,Conservative and Unionist Party,Political Party,3970.5
29619,Conservative and Unionist Party,Political Party,4875.0
29620,Labour Party,Political Party,108378.57
29621,Labour Party,Political Party,1776.0
29622,Labour Party,Political Party,800.0
29623,Liberal Democrats,Political Party,3750.0
29624,Liberal Democrats,Political Party,2275.39
29625,Liberal Democrats,Political Party,25000.0
29626,Liberal Democrats,Political Party,3285.4
29627,Liberal Democrats,Political Party,2938.0
29628,Liberal Democrats,Political Party,12500.0
29629,Liberal Democrats,Political Party,2621.75
29630,Liberal Democrats,Political Party,5211.0
29631,Liberal Democrats,Political Party,2500.0
29632,Liberal Democrats,Political Party,5600.0
29633,Labour Party,Political Party,1125.0
29634,Liberal Democrats,Political Party,2776.11
29635,Conservative and Unionist Party,Political Party,18253.8
29636,Conservative and Unionist Party,Political Party,2000.0
29637,Conservative and Unionist Party,Political Party,25000.0
29638,Liberal Democrats,Political Party,1515.0
29639,Labour Party,Political Party,1000.0
29640,Labour Party,Political Party,500.01
29641,Labour Party,Political Party,1125.0
29642,Liberal Democrats,Political Party,1518.0
29643,Labour Party,Political Party,17625.0
29644,Labour Party,Political Party,3300.0
29645,Liberal Democrats,Political Party,4500.0
29646,Liberal Democrats,Political Party,3459.0
29647,Liberal Democrats,Political Party,731.49
29648,Liberal Democrats,Political Party,23022.59
29649,Liberal Democrats,Political Party,1494.9
29650,Liberal Democrats,Political Party,5000.0
29651,Liberal Democrats,Political Party,7708.0
29652,Liberal Democrats,Political Party,3000.0
29653,Liberal Democrats,Political Party,1705.0
29654,Liberal Democrats,Political Party,1995.0
29655,Liberal Democrats,Political Party,2640.0
29656,Conservative and Unionist Party,Political Party,12925.0
29657,Labour Party,Political Party,2242.5
29658,No Campaign Limited,Permitted Participant,10000.0
29659,Labour Party,Political Party,1500.0
29660,Labour Party,Political Party,7408.44
29661,Labour Party,Political Party,1347.67
29662,Green Party,Political Party,4533.9
29663,Labour Party,Political Party,3500.0
29664,Labour Party,Political Party,1052300.0
29665,Labour Party,Political Party,2000.0
29666,Liberal Democrats,Political Party,1000.0
29667,Liberal Democrats,Political Party,2000.0
29668,Liberal Democrats,Political Party,24852.0
29669,Liberal Democrats,Political Party,1525.0
29670,Liberal Democrats,Political Party,1600.0
29671,Liberal Democrats,Political Party,1316.75
29672,Liberal Democrats,Political Party,1950.0
29673,Scottish National Party (SNP),Political Party,3000.0
29674,Liberal Democrats,Political Party,1000.0
29675,Liberal Democrats,Political Party,8250.0
29676,Liberal Democrats,Political Party,2000.0
29677,Liberal Democrats,Political Party,70000.0
29678,Liberal Democrats,Political Party,2000.0
29679,Conservative and Unionist Party,Political Party,13556.25
29680,Conservative and Unionist Party,Political Party,54600.0
29681,Conservative and Unionist Party,Political Party,2000.0
29682,Labour Party,Political Party,575.0
29683,Labour Party,Political Party,6848.17
29684,Labour Party,Political Party,1381921.88
29685,Liberal Democrats,Political Party,2050.0
29686,Liberal Democrats,Political Party,875.0
29687,Liberal Democrats,Political Party,2000.0
29688,Liberal Democrats,Political Party,1674.0
29689,Liberal Democrats,Political Party,6000.0
